# ahrs_csv source=esp32-c3 algo=vqf-c accel_unit=g gyro_unit=rad/s frame=hand bias_subtracted=1 nominal_fs=100
t_us,gx,gy,gz,ax,ay,az,qw,qx,qy,qz
54036595,-0.0005743727,-0.0008592987,0.0007314812,0.047729,0.030151,1.0222,0.9960785,0.01650396,-0.02276958,0.08388595
54049783,-0.000973843,-0.001525089,0.0009977967,0.047852,0.030273,1.0244,0.9960781,0.01649937,-0.02277476,0.08388927
54062799,-0.0008406863,0.0004722816,0.0005983226,0.049072,0.029785,1.025,0.9960782,0.01649466,-0.0227699,0.08389076
54075731,0.001423001,-0.001525089,0.0007314812,0.04834,0.030762,1.0258,0.9960778,0.01650205,-0.02277406,0.08389302
54088602,0.0003577396,-0.000726141,0.0003320072,0.047913,0.029846,1.0231,0.9960778,0.01650384,-0.02277465,0.08389323
54101590,0.0002245754,-0.001125615,0.001530429,0.049561,0.030212,1.0244,0.9960772,0.01650501,-0.02277739,0.08389938
54114602,-0.0004412085,-0.0001935083,0.000864638,0.048706,0.030823,1.0264,0.9960771,0.01650255,-0.02277571,0.08390219
54127636,-0.001506474,-0.001791405,-6.746687e-05,0.047607,0.029358,1.0213,0.9960771,0.01649558,-0.02278234,0.08390012
54140745,-0.0003080517,-0.0003266665,0.0001988485,0.048096,0.031982,1.0214,0.9960772,0.01649393,-0.02278118,0.08389962
54153939,-4.173815e-05,0.0003391234,0.0001988485,0.047852,0.03064,1.0242,0.9960774,0.01649334,-0.02277658,0.08389921
54166955,9.141862e-05,-0.0003266665,0.001397271,0.049622,0.029663,1.0245,0.9960769,0.01649357,-0.02277533,0.08390472
54179974,-0.0004412085,7.280754e-05,0.0009977967,0.048706,0.030579,1.022,0.9960768,0.01649102,-0.02277227,0.08390824
54193001,0.0006240532,-0.0001935083,0.001929903,0.048584,0.030518,1.0252,0.996076,0.01649379,-0.02277016,0.08391648
54205929,-0.0007075295,-6.035063e-05,-0.0006000996,0.046875,0.030151,1.0245,0.9960766,0.01649017,-0.02276774,0.08391199
54219205,0.001289845,-0.000726141,0.0003320072,0.049072,0.029663,1.0222,0.9960764,0.01649666,-0.02276784,0.08391231
54232135,-4.173815e-05,-0.001258773,-0.0008664168,0.049561,0.029602,1.0229,0.9960768,0.01649689,-0.02277105,0.08390646
54245339,0.001289845,-0.000726141,0.001130955,0.05072,0.029724,1.0247,0.9960764,0.01650329,-0.02277121,0.08391078
54258090,0.002221949,0.0007385979,0.0003320072,0.049011,0.030518,1.024,0.9960763,0.01651382,-0.02276364,0.08391133
54270934,-0.001107,-0.0005929829,6.568991e-05,0.049011,0.030823,1.0259,0.9960765,0.01650835,-0.02276407,0.08391003
54283783,0.0006240532,-0.0008592987,-0.0009995736,0.049377,0.028259,1.0231,0.996077,0.01651174,-0.022765,0.08390365
54296702,-0.0008406863,-0.001924563,-6.746687e-05,0.048523,0.028564,1.0244,0.9960771,0.01650817,-0.02277194,0.08390164
54309910,-0.0007075295,-0.0005929829,0.000864638,0.049133,0.028625,1.0241,0.9960769,0.01650457,-0.02277225,0.08390439
54323020,-0.000973843,-0.0009924565,6.568991e-05,0.048706,0.030212,1.0211,0.996077,0.0164999,-0.02277461,0.0839031
54335859,-0.0007075295,0.0006054398,0.000465164,0.048889,0.03064,1.0224,0.9960771,0.01649584,-0.02276893,0.08390396
54348797,-4.173815e-05,-0.0004598247,0.0001988485,0.049011,0.030579,1.0228,0.9960772,0.01649557,-0.02276824,0.08390348
54361987,0.0003577396,-0.002057722,0.0005983226,0.049255,0.030457,1.0236,0.9960768,0.01649793,-0.02277537,0.08390491
54375009,0.001023531,-0.001125615,6.568991e-05,0.048584,0.029602,1.0257,0.9960768,0.01650327,-0.02277754,0.08390383
54387937,-4.173815e-05,-0.0004598247,-6.746687e-05,0.047852,0.028687,1.0258,0.996077,0.01650304,-0.02277681,0.08390202
54401136,0.0003577396,-0.0009924565,0.0003320072,0.047424,0.030396,1.0281,0.9960769,0.01650496,-0.0227786,0.08390222
54414152,0.0006240532,-0.001791405,0.0009977967,0.049316,0.030396,1.0223,0.9960764,0.01650846,-0.0227843,0.08390569
54427081,0.001156688,-0.001791405,0.0001988485,0.049011,0.028198,1.0238,0.9960762,0.01651471,-0.02278971,0.08390523
54440015,-0.001107,-0.0009924565,0.0007314812,0.048828,0.030884,1.0242,0.9960761,0.01650929,-0.02279214,0.08390725
54452866,-0.0004412085,-0.000726141,0.001264114,0.049805,0.029419,1.0249,0.9960757,0.016507,-0.02279303,0.08391203
54465707,0.0004908964,-0.0005929829,0.0005983226,0.0495,0.028992,1.0233,0.9960756,0.01650937,-0.02279278,0.08391358
54478645,-0.0004412085,-0.001258773,0.000465164,0.050232,0.031067,1.0252,0.9960755,0.0165074,-0.02279627,0.08391432
54491586,-0.0004412085,-0.0003266665,-0.0006000996,0.048096,0.029724,1.0245,0.9960759,0.01650517,-0.02279503,0.08390984
54504859,0.001023531,-0.001125615,0.000465164,0.049194,0.031921,1.0231,0.9960757,0.01651045,-0.02279725,0.08391075
54517701,0.0006240532,-0.0001935083,0.0001988485,0.049927,0.029602,1.0242,0.9960757,0.01651338,-0.02279498,0.08391037
54530809,-4.173815e-05,-0.0001935083,0.001130955,0.049194,0.029602,1.0258,0.9960754,0.01651291,-0.02279307,0.08391455
54543913,-0.001506474,0.0006054398,-0.0003337841,0.049866,0.030151,1.0239,0.9960759,0.01650497,-0.02278769,0.08391134
54557014,0.0008903667,-0.0004598247,0.001397271,0.049377,0.028809,1.0252,0.9960755,0.01650922,-0.02278677,0.08391695
54570034,0.001289845,-0.0003266665,0.000465164,0.048889,0.031311,1.0203,0.9960753,0.01651551,-0.02278494,0.08391796
54582972,9.141862e-05,-0.0005929829,0.001530429,0.048889,0.031738,1.0229,0.9960747,0.01651583,-0.02278503,0.08392411
54595994,0.0002245754,-0.0005929829,-6.746687e-05,0.047974,0.029846,1.024,0.9960749,0.01651701,-0.02278494,0.08392233
54609102,0.0006240532,-0.001125615,0.0007314812,0.048462,0.031677,1.0266,0.9960746,0.01652032,-0.0227874,0.08392453
54622021,-0.0008406863,-0.0009924565,-0.001665364,0.048706,0.027466,1.0279,0.9960754,0.01651656,-0.0227896,0.08391462
54635140,-4.173815e-05,-0.0004598247,0.0005983226,0.047607,0.030762,1.0262,0.9960753,0.01651629,-0.02278901,0.08391613
54648333,0.001023531,-0.001125615,6.568991e-05,0.049744,0.029602,1.0242,0.9960753,0.01652165,-0.02279125,0.08391506
54661263,-0.001107,0.0002059657,-0.0007332582,0.048035,0.028137,1.0261,0.9960759,0.01651593,-0.02278769,0.08390988
54674106,-0.0001748949,-0.0003266665,-0.0004669409,0.048157,0.03241,1.0257,0.9960763,0.01651505,-0.0227864,0.08390607
54687222,-0.000973843,-0.001125615,-0.001132732,0.049072,0.031189,1.0255,0.9960769,0.01651061,-0.02278937,0.0838988
54700142,0.0003577396,-0.0008592987,-0.0007332582,0.048523,0.030457,1.0193,0.9960772,0.01651266,-0.02279049,0.08389369
54713349,0.0008903667,-6.035063e-05,-0.0004669409,0.048584,0.032593,1.0248,0.9960775,0.01651701,-0.02278742,0.08389001
54726601,0.0003577396,-0.0008592987,-6.746687e-05,0.049622,0.030212,1.0285,0.9960777,0.01651901,-0.0227886,0.08388823
54739647,0.0006240532,-0.00219088,0.0001988485,0.048889,0.028992,1.0223,0.9960775,0.01652288,-0.02279633,0.08388767
54752597,0.0002245754,-0.001525089,-0.0006000996,0.049316,0.028564,1.0256,0.9960777,0.01652455,-0.02280083,0.08388314
54765679,-0.0004412085,-0.001258773,0.000465164,0.050537,0.029724,1.0237,0.9960775,0.01652267,-0.02280439,0.08388388
54778696,-0.0007075295,-0.001125615,-0.0006000996,0.050659,0.029663,1.0233,0.996078,0.01651952,-0.02280732,0.08387929
54791810,0.0002245754,-0.0009924565,-0.0002006255,0.04895,0.029541,1.0269,0.996078,0.01652091,-0.02280923,0.0838768
54804737,-0.0001748949,-0.001258773,0.0007314812,0.04834,0.031067,1.0262,0.9960779,0.01652032,-0.02281273,0.0838789
54817675,-0.0001748949,-0.001258773,-0.0003337841,0.04834,0.031067,1.0249,0.9960781,0.01651984,-0.02281611,0.08387568
54830769,-0.0001748949,-0.001125615,-0.0003337841,0.047546,0.028687,1.0235,0.9960783,0.01651932,-0.02281883,0.08387247
54843971,0.0003577396,-0.0003266665,-0.0007332582,0.048035,0.028931,1.0226,0.9960787,0.01652114,-0.0228173,0.08386739
54857078,-0.001107,-0.002057722,-6.746687e-05,0.047363,0.031189,1.0241,0.9960787,0.01651631,-0.02282505,0.08386531
54869919,0.00075721,-0.0008592987,0.001264114,0.049316,0.031311,1.0209,0.9960783,0.01652013,-0.02282614,0.08387021
54882768,-4.173815e-05,-0.0004598247,0.000864638,0.047791,0.028442,1.0248,0.996078,0.01651984,-0.02282554,0.08387303
54895781,0.0002245754,0.0004722816,-6.746687e-05,0.047607,0.03009,1.024,0.9960783,0.01652059,-0.02282009,0.08387133
54908717,-0.0004412085,-0.0003266665,0.000864638,0.049438,0.031982,1.0221,0.9960781,0.01651825,-0.02281896,0.08387412
54921833,9.141862e-05,-0.0009924565,0.001130955,0.048462,0.031128,1.0222,0.9960777,0.01651883,-0.02282094,0.08387825
54934847,0.0002245754,-0.000726141,0.001397271,0.050842,0.030823,1.0215,0.9960772,0.01651994,-0.02282155,0.08388374
54947783,-0.0003080517,0.0004722816,0.0007314812,0.04895,0.030334,1.0255,0.9960772,0.01651798,-0.02281637,0.08388595
54960786,-0.0003080517,-6.035063e-05,0.000864638,0.050415,0.027466,1.0228,0.9960771,0.01651622,-0.02281386,0.08388877
54973908,-0.0007075295,-0.0008592987,0.000465164,0.049622,0.029297,1.0259,0.996077,0.01651284,-0.02281548,0.08388951
54986925,-4.173815e-05,0.0004722816,0.000465164,0.047791,0.03186,1.0225,0.9960771,0.01651221,-0.02281018,0.08389044
54999859,-0.0001748949,-0.0005929829,0.000465164,0.049011,0.030029,1.0267,0.9960771,0.01651137,-0.02281023,0.08389124
55012965,0.001289845,0.0007385979,0.0003320072,0.046936,0.03186,1.0236,0.9960771,0.01651729,-0.02280301,0.08389167
55025802,0.001156688,-0.0004598247,6.568991e-05,0.048889,0.031311,1.0254,0.9960771,0.01652309,-0.02280177,0.08389066
55038830,0.0006240532,0.0007385979,-0.0003337841,0.048218,0.030701,1.0245,0.9960774,0.01652579,-0.02279475,0.08388769
55051941,0.002221949,-0.0005929829,0.000465164,0.048218,0.031555,1.0228,0.9960771,0.01653693,-0.02279373,0.08388876
55064871,0.00075721,-0.0004598247,0.0005983226,0.048889,0.029846,1.022,0.9960769,0.01654072,-0.02279267,0.08389036
55077712,-0.001107,-0.001525089,0.0003320072,0.047913,0.029297,1.023,0.9960769,0.01653569,-0.02279768,0.08389031
55090374,-0.001772791,-0.0008592987,0.001663588,0.048828,0.031189,1.0251,0.9960765,0.01652692,-0.02279974,0.0838969
55103318,-0.0005743727,-0.0003266665,0.001264114,0.049927,0.030151,1.0244,0.9960762,0.01652395,-0.02279862,0.08390167
55116428,-0.0004412085,0.0002059657,-6.746687e-05,0.048035,0.030457,1.0226,0.9960765,0.01652158,-0.0227947,0.08389986
55129600,9.141862e-05,-0.0008592987,6.568991e-05,0.049072,0.031311,1.025,0.9960765,0.01652229,-0.02279586,0.08389869
55142599,-0.0003080517,-0.0008592987,0.0003320072,0.049255,0.030823,1.0251,0.9960765,0.016521,-0.02279721,0.0838988
55155476,0.0003577396,-0.000726141,0.0001988485,0.049377,0.032593,1.0231,0.9960765,0.016523,-0.0227976,0.08389834
55168234,-0.0004412085,-0.000726141,-6.746687e-05,0.048218,0.030151,1.0237,0.9960767,0.01652106,-0.02279831,0.08389647
55181444,-0.001107,-0.0008592987,-0.0006000996,0.047852,0.029663,1.0237,0.9960771,0.01651593,-0.02279993,0.08389184
55194371,0.0008903667,-0.0003266665,0.000465164,0.047607,0.030029,1.024,0.9960769,0.01652041,-0.02279814,0.08389278
55207305,0.0004908964,-0.0001935083,0.000864638,0.049255,0.029724,1.0247,0.9960768,0.01652278,-0.02279587,0.0838957
55220232,-0.0004412085,-0.0009924565,0.0003320072,0.048035,0.029907,1.028,0.9960768,0.01652091,-0.02279792,0.08389578
55233347,0.0006240532,0.0006054398,0.0009977967,0.047485,0.028748,1.0256,0.9960765,0.01652359,-0.02279164,0.08389943
55246357,-4.173815e-05,-0.000726141,0.001264114,0.049988,0.029541,1.0258,0.996076,0.01652347,-0.02279228,0.08390422
55259296,-4.173815e-05,-0.001258773,0.0005983226,0.048401,0.029297,1.0228,0.9960759,0.01652364,-0.02279552,0.08390565
55272396,0.0004908964,-0.0003266665,6.568991e-05,0.048279,0.033142,1.0247,0.996076,0.01652614,-0.02279386,0.08390456
55285419,-0.0008406863,-0.000726141,0.0001988485,0.049072,0.031921,1.0239,0.9960761,0.01652219,-0.02279475,0.08390397
55298598,-0.0001748949,-0.000726141,0.001264114,0.049011,0.031067,1.0249,0.9960757,0.01652144,-0.02279545,0.08390874
55311600,-0.001506474,-0.0001935083,6.568991e-05,0.048279,0.029846,1.0282,0.996076,0.01651399,-0.02279396,0.08390744
55324596,0.0003577396,-0.001125615,-0.0004669409,0.048828,0.03064,1.0233,0.9960762,0.01651628,-0.02279629,0.08390363
55337601,0.0008903667,-0.0003266665,-6.746687e-05,0.049744,0.029907,1.0234,0.9960763,0.01652084,-0.02279446,0.08390192
55350773,-4.173815e-05,0.0002059657,0.0009977967,0.049133,0.030457,1.0242,0.9960761,0.01652042,-0.02279045,0.08390547
55363888,0.0003577396,-0.0009924565,0.0001988485,0.047852,0.032043,1.0254,0.9960761,0.01652258,-0.02279219,0.08390497
55376991,0.0003577396,-0.001391931,-0.001399048,0.049316,0.030823,1.023,0.9960766,0.01652511,-0.02279577,0.0838965
55389834,-0.0001748949,-0.0004598247,-0.0003337841,0.048462,0.029663,1.0225,0.996077,0.01652449,-0.02279502,0.08389334
55403027,-0.001639634,-0.0005929829,0.0003320072,0.049622,0.030396,1.0233,0.9960771,0.01651655,-0.02279559,0.08389332
55416142,-0.001639634,-0.000726141,-0.0003337841,0.047363,0.030823,1.0226,0.9960775,0.01650873,-0.02279676,0.08388998
55429244,0.0004908964,-0.0003266665,0.0007314812,0.048279,0.028687,1.0262,0.9960772,0.01651124,-0.02279514,0.08389219
55442353,-0.0004412085,-0.0008592987,0.001663588,0.050781,0.031555,1.025,0.9960767,0.01650923,-0.02279664,0.08389892
55455365,-4.173815e-05,-0.0001935083,0.000465164,0.046997,0.028015,1.0256,0.9960766,0.01650906,-0.02279455,0.08389977
55468472,-4.173815e-05,0.0008717561,0.0007314812,0.049438,0.030701,1.0236,0.9960766,0.01650839,-0.02278717,0.08390205
55481593,0.0002245754,-0.0004598247,0.0001988485,0.050842,0.031311,1.0197,0.9960767,0.01650969,-0.0227863,0.08390158
55494604,0.001156688,0.0002059657,0.001130955,0.048401,0.02948,1.0222,0.9960763,0.01651524,-0.02278178,0.08390592
55507357,9.141862e-05,-0.0004598247,0.0009977967,0.047485,0.030396,1.0255,0.9960761,0.01651578,-0.02278103,0.08390943
55520475,0.0004908964,0.0003391234,0.000864638,0.046936,0.030029,1.0233,0.9960759,0.01651798,-0.0227761,0.08391237
55533300,-0.0007075295,0.0008717561,0.0009977967,0.049438,0.03009,1.023,0.9960758,0.01651398,-0.02276901,0.08391589
55546241,-0.0003080517,-6.035063e-05,0.000465164,0.047729,0.029175,1.0266,0.9960758,0.01651242,-0.02276633,0.08391672
55559352,0.0002245754,-0.0004598247,0.0009977967,0.05072,0.029297,1.0236,0.9960756,0.01651361,-0.02276548,0.08392025
55572375,0.0004908964,-0.0004598247,-0.0002006255,0.047729,0.031189,1.0239,0.9960757,0.01651626,-0.02276441,0.08391783
55585598,0.001023531,-0.000726141,-6.746687e-05,0.049377,0.029419,1.0239,0.9960758,0.01652166,-0.02276445,0.08391611
55598585,0.0006240532,-0.0008592987,-0.0007332582,0.047119,0.030273,1.0233,0.9960761,0.0165252,-0.02276526,0.08391099
55611685,0.0003577396,-0.0004598247,0.0005983226,0.049133,0.030762,1.0247,0.996076,0.0165271,-0.0227643,0.08391254
55624595,-0.0003080517,-0.0003266665,-0.0007332582,0.050049,0.029907,1.0273,0.9960765,0.01652577,-0.02276284,0.08390737
55637816,-0.001107,-0.0005929829,-0.0007332582,0.048096,0.032104,1.0253,0.9960771,0.01652058,-0.02276304,0.08390211
55650749,-0.001506474,-0.001391931,-0.0006000996,0.047729,0.031006,1.0199,0.9960775,0.01651374,-0.02276739,0.08389738
55663845,-0.0003080517,-0.001525089,0.001397271,0.05011,0.030701,1.0262,0.9960768,0.01651269,-0.02277206,0.08390274
55676782,0.0003577396,-0.000726141,0.000864638,0.049316,0.030518,1.0245,0.9960766,0.0165147,-0.02277242,0.08390559
55689629,-0.0001748949,-6.035063e-05,0.0005983226,0.049133,0.029297,1.0256,0.9960766,0.01651381,-0.02276967,0.0839071
55702745,0.001822479,-0.0005929829,-0.001132732,0.049072,0.030945,1.0257,0.996077,0.01652328,-0.02276862,0.08390016
55715675,0.0003577396,-0.0001935083,-0.0008664168,0.049133,0.029968,1.0241,0.9960775,0.01652527,-0.02276621,0.08389444
55728864,-0.0008406863,-0.0004598247,-0.0002006255,0.050659,0.029724,1.0227,0.9960778,0.01652132,-0.0227657,0.08389186
55742060,0.0008903667,-0.0003266665,0.0003320072,0.049377,0.029907,1.0233,0.9960778,0.01652588,-0.02276385,0.08389214
55755167,9.141862e-05,-0.0005929829,0.0007314812,0.048828,0.029602,1.0245,0.9960776,0.01652651,-0.02276372,0.0838943
55768184,-0.0005743727,-0.002057722,0.0009977967,0.049438,0.028381,1.0261,0.9960772,0.01652441,-0.0227712,0.08389758
55781195,-0.0004412085,-0.00285667,-6.746687e-05,0.049561,0.029419,1.0231,0.9960771,0.01652342,-0.02278251,0.08389551
55794309,-0.0001748949,-0.0004598247,6.568991e-05,0.047485,0.029419,1.025,0.9960772,0.01652273,-0.02278179,0.08389433
55807423,0.0003577396,-0.001525089,-0.0004669409,0.04718,0.031921,1.0212,0.9960774,0.01652519,-0.02278611,0.08389048
55820443,-0.001107,-0.0008592987,-0.0009995736,0.046631,0.031616,1.024,0.996078,0.01652016,-0.02278766,0.08388387
55833194,0.0004908964,-0.0001935083,0.0009977967,0.049561,0.030518,1.0216,0.9960778,0.01652259,-0.02278538,0.08388743
55846293,-0.0004412085,-0.001125615,0.000864638,0.048218,0.032043,1.0271,0.9960774,0.01652079,-0.02278813,0.08389014
55859321,0.001822479,7.280754e-05,0.000864638,0.048096,0.030945,1.0234,0.9960772,0.01652978,-0.02278395,0.08389322
55872168,0.001289845,-0.0005929829,-0.0002006255,0.048279,0.029846,1.0245,0.9960772,0.01653653,-0.02278321,0.08389086
55885273,0.0002245754,-0.001391931,0.001796745,0.049561,0.030334,1.0248,0.9960765,0.01653808,-0.02278708,0.08389829
55898207,-0.0004412085,-0.0004598247,0.001530429,0.048889,0.032288,1.0223,0.996076,0.01653597,-0.02278657,0.08390438
55911220,-0.0008406863,-0.001258773,6.568991e-05,0.049133,0.031433,1.0247,0.9960762,0.01653238,-0.02279009,0.08390306
55924329,-0.0003080517,-0.001258773,0.000465164,0.0495,0.030762,1.0264,0.996076,0.01653141,-0.02279343,0.08390378
55937089,-4.173815e-05,-0.0001935083,0.0007314812,0.048279,0.028625,1.0239,0.9960758,0.0165313,-0.02279137,0.08390594
55950195,-0.0007075295,-6.035063e-05,0.0003320072,0.04834,0.031738,1.0273,0.9960759,0.01652786,-0.02278892,0.08390607
55963308,0.001156688,-0.001658247,-6.746687e-05,0.048462,0.030273,1.024,0.9960759,0.01653442,-0.02279359,0.08390428
55976222,0.0003577396,7.280754e-05,-0.0004669409,0.048889,0.03064,1.022,0.9960762,0.01653633,-0.02278995,0.08390056
55989168,0.0004908964,0.0004722816,0.0007314812,0.049011,0.029541,1.0225,0.9960762,0.0165386,-0.02278437,0.08390285
56002101,-0.002172265,0.0006054398,0.001397271,0.049866,0.030151,1.0222,0.996076,0.01652748,-0.02277929,0.08390816
56014945,-0.000973843,-0.0005929829,-0.0004669409,0.047485,0.028137,1.0255,0.9960764,0.01652303,-0.02277953,0.08390422
56028145,-0.0001748949,-0.0008592987,0.002329377,0.047791,0.03064,1.0226,0.9960755,0.01652235,-0.02278097,0.08391429
56041152,0.0003577396,-0.0008592987,0.000864638,0.049683,0.02832,1.0222,0.9960753,0.01652447,-0.02278207,0.08391713
56054087,-0.0003080517,7.280754e-05,-0.0003337841,0.050781,0.029541,1.0257,0.9960756,0.01652302,-0.0227787,0.08391397
56067205,9.141862e-05,-0.001125615,0.000864638,0.048218,0.030762,1.02,0.9960753,0.01652392,-0.02278124,0.08391675
56079954,0.00075721,7.280754e-05,0.001264114,0.049316,0.03009,1.0262,0.9960749,0.01652759,-0.02277756,0.08392169
56092630,9.141862e-05,0.0004722816,0.0007314812,0.048706,0.030212,1.0275,0.9960749,0.01652783,-0.02277213,0.08392394
56105646,-0.0007075295,0.001004914,0.001264114,0.049622,0.030212,1.0243,0.9960747,0.01652382,-0.02276443,0.08392879
56118594,0.0002245754,-0.0001935083,-0.0009995736,0.049377,0.029236,1.0243,0.9960753,0.01652521,-0.02276212,0.08392238
56131776,0.0006240532,-0.0001935083,0.0001988485,0.048401,0.028564,1.0258,0.9960753,0.01652844,-0.02275974,0.08392197
56144889,-0.0001748949,-6.035063e-05,6.568991e-05,0.048584,0.031006,1.0252,0.9960755,0.01652764,-0.02275703,0.08392082
56158080,-0.0004412085,-0.0005929829,6.568991e-05,0.048462,0.02887,1.0262,0.9960756,0.01652573,-0.02275709,0.0839196
56171086,0.001423001,-0.0008592987,-0.0002006255,0.048584,0.030334,1.0233,0.9960756,0.01653324,-0.02275764,0.08391725
56184204,0.0006240532,0.0004722816,-6.746687e-05,0.046997,0.028687,1.0231,0.9960758,0.0165362,-0.02275191,0.08391556
56197227,-0.0007075295,0.001004914,-0.0007332582,0.047058,0.030518,1.0245,0.9960765,0.01653237,-0.02274402,0.08391047
56210329,9.141862e-05,0.0003391234,0.0001988485,0.049316,0.031494,1.0274,0.9960766,0.01653268,-0.02273917,0.08391005
56223348,-0.0001748949,-0.0001935083,0.0005983226,0.049316,0.032837,1.0237,0.9960766,0.01653187,-0.0227371,0.08391155
56236450,-0.001107,0.001138072,0.0003320072,0.049866,0.030029,1.0243,0.9960769,0.0165259,-0.02272877,0.0839117
56248947,0.001156688,-0.0005929829,0.0005983226,0.050171,0.030273,1.027,0.9960766,0.01653191,-0.02272815,0.0839133
56261796,-0.0001748949,-0.001658247,0.0009977967,0.050659,0.030701,1.0211,0.9960762,0.01653169,-0.02273343,0.08391669
56274907,-0.0004412085,-0.0009924565,0.001796745,0.048401,0.029724,1.0244,0.9960756,0.01652978,-0.02273559,0.08392404
56288012,-0.0007075295,-0.00219088,0.001796745,0.049072,0.028931,1.0271,0.9960749,0.01652704,-0.02274382,0.08393128
56300933,0.0004908964,-0.0008592987,-0.0003337841,0.050293,0.031494,1.0269,0.9960751,0.01652994,-0.02274476,0.08392817
56314138,0.001423001,-0.0009924565,6.568991e-05,0.048279,0.029846,1.0243,0.996075,0.01653751,-0.02274601,0.08392712
56327072,-0.0001748949,0.0002059657,0.0001988485,0.04895,0.031311,1.0228,0.9960752,0.0165366,-0.02274198,0.08392666
56339997,-0.0001748949,-0.0009924565,-0.0002006255,0.04895,0.028381,1.0247,0.9960753,0.01653624,-0.02274389,0.08392409
56353199,-0.0005743727,-0.001791405,0.000864638,0.048279,0.031128,1.0226,0.996075,0.0165341,-0.02275003,0.08392673
56366026,0.0006240532,-0.0009924565,-0.0002006255,0.049255,0.030457,1.0254,0.9960752,0.01653772,-0.0227516,0.08392428
56379148,-0.0001748949,-0.0005929829,-0.0002006255,0.048157,0.030518,1.0243,0.9960753,0.0165372,-0.02275151,0.08392175
56392341,0.0004908964,-6.035063e-05,-6.746687e-05,0.050354,0.029358,1.0244,0.9960755,0.01653975,-0.02274852,0.08391999
56405598,-0.0008406863,-0.001924563,-6.746687e-05,0.050415,0.031006,1.0216,0.9960756,0.01653646,-0.02275537,0.08391795
56418728,-0.0005743727,-0.00219088,-0.0003337841,0.048645,0.031128,1.0213,0.9960757,0.01653464,-0.02276343,0.08391459
56431832,-0.0007075295,-0.001391931,-0.0002006255,0.048706,0.031006,1.0236,0.9960759,0.01653182,-0.02276758,0.08391194
56445022,-0.000973843,0.0003391234,6.568991e-05,0.048584,0.031372,1.0229,0.9960762,0.01652693,-0.02276327,0.08391073
56458048,-0.001107,0.0008717561,-0.0004669409,0.048706,0.028992,1.0247,0.9960768,0.01652122,-0.02275631,0.08390689
56470887,0.001289845,-6.035063e-05,-6.746687e-05,0.048096,0.031006,1.0256,0.9960769,0.01652779,-0.02275302,0.08390524
56484003,-4.173815e-05,-0.0003266665,-0.0006000996,0.048706,0.03064,1.0247,0.9960773,0.01652791,-0.02275155,0.08390075
56497180,-0.001107,-0.0001935083,0.0007314812,0.048828,0.030212,1.0258,0.9960772,0.01652252,-0.02275,0.08390278
56509773,0.0003577396,0.0003391234,-0.0009995736,0.048889,0.029602,1.0254,0.9960779,0.01652441,-0.02274504,0.08389642
56522884,-0.001373317,-0.0009924565,-0.0006000996,0.048279,0.030396,1.0255,0.9960783,0.01651818,-0.02274746,0.08389173
56536083,-0.00124016,0.0006054398,-0.0002006255,0.048218,0.030701,1.0233,0.9960787,0.0165119,-0.0227419,0.08388918
56548952,-0.0004412085,0.001138072,0.0005983226,0.047363,0.031616,1.0236,0.9960788,0.0165093,-0.02273342,0.08389076
56561853,-0.001506474,-0.0003266665,0.001530429,0.048279,0.03125,1.0256,0.9960784,0.01650192,-0.02273275,0.08389672
56574784,-0.0001748949,-0.0008592987,0.001397271,0.048828,0.029968,1.0232,0.996078,0.01650142,-0.02273416,0.08390212
56587807,-0.0001748949,0.0003391234,0.000864638,0.048218,0.03064,1.0252,0.9960779,0.01650047,-0.02272956,0.08390497
56600735,0.0002245754,-0.000726141,0.0005983226,0.048584,0.030579,1.0257,0.9960777,0.016502,-0.02273007,0.08390645
56613584,0.001423001,0.0004722816,-0.0006000996,0.047119,0.029907,1.0212,0.9960781,0.01650913,-0.02272402,0.08390222
56626606,0.001289845,-6.035063e-05,0.000465164,0.048889,0.028687,1.024,0.996078,0.01651569,-0.02272075,0.08390322
56639365,0.0002245754,-6.035063e-05,0.0005983226,0.04718,0.029053,1.0255,0.9960779,0.01651692,-0.02271793,0.08390476
56652380,-0.00124016,-0.001391931,-0.001532206,0.050781,0.034546,1.025,0.9960787,0.01651165,-0.02272217,0.08389541
56665228,-0.0008406863,0.0004722816,-0.0002006255,0.047913,0.030457,1.0196,0.9960791,0.01650747,-0.02271706,0.0838929
56678325,-0.0003080517,0.0002059657,0.0009977967,0.047363,0.02948,1.0228,0.9960788,0.01650591,-0.02271315,0.08389638
56691354,-4.173815e-05,-6.035063e-05,-6.746687e-05,0.048645,0.030823,1.0225,0.996079,0.01650591,-0.02271036,0.08389457
56704593,-0.001905948,-0.0005929829,-0.0007332582,0.04895,0.030334,1.0255,0.9960797,0.01649693,-0.02271093,0.08388921
56717654,-0.001905948,-0.000726141,-0.00126589,0.049622,0.027283,1.0235,0.9960805,0.01648806,-0.02271213,0.08388117
56730598,0.0002245754,-0.0008592987,0.0007314812,0.049011,0.029907,1.0221,0.9960802,0.01648962,-0.02271327,0.0838833
56743598,-0.0004412085,-0.000726141,0.001530429,0.047913,0.030762,1.0251,0.9960797,0.0164877,-0.02271408,0.08388937
56756587,0.001689315,0.0003391234,-0.0004669409,0.048645,0.028809,1.023,0.99608,0.01649617,-0.02270851,0.0838858
