# ahrs_csv source=esp32-c3 algo=vqf-c accel_unit=g gyro_unit=rad/s frame=hand bias_subtracted=1 nominal_fs=100
t_us,gx,gy,gz,ax,ay,az,qw,qx,qy,qz
28876508,-0.07647446,-0.0611799,-1.828061,0.015015,-0.014587,1.0203,0.9320748,0.01976267,-0.01693615,0.3613298
28889008,-0.08046921,-0.0487962,-1.940313,-0.0041504,-0.0068359,1.0682,0.9355403,0.01968861,-0.01710811,0.3522557
28901767,-0.08419763,-0.04666567,-2.051101,0.043518,0.057617,1.0461,0.939108,0.01960014,-0.01726278,0.3426282
28914170,-0.07354499,-0.02389564,-2.017945,0.055969,0.018127,1.0505,0.9425224,0.01951737,-0.01729263,0.3331239
28926700,-0.0754092,-0.01031352,-2.005295,0.096191,0.053467,0.98853,0.9458217,0.01939986,-0.01726023,0.3236467
28939175,-0.07461025,-0.01603932,-1.998104,0.093384,0.077942,1.015,0.9490138,0.01929279,-0.01725195,0.3141705
28951586,-0.07740657,-0.01097931,-2.052965,0.079407,0.076477,1.0089,0.9521952,0.01916743,-0.01721632,0.304402
28964000,-0.07394446,-0.006718254,-2.077466,0.03009,0.057251,1.0328,0.9553123,0.01905225,-0.01715009,0.294485
28976406,-0.07500973,-0.005519831,-2.042712,-0.048889,0.0050659,1.0667,0.9582768,0.01892491,-0.0170799,0.2847027
28989087,-0.07314551,-0.02922197,-1.96801,-0.050781,0.0059814,0.9931,0.9610364,0.01883118,-0.01712428,0.2752476
29001706,-0.06781919,-0.03002091,-1.746569,-0.041809,-0.043823,1.0245,0.9634073,0.01874244,-0.01718283,0.2668331
29014341,-0.06409077,-0.03468145,-1.616873,-0.052368,0.0057373,1.0332,0.9655361,0.01866419,-0.01726826,0.2590242
29027016,-0.06036234,-0.03827671,-1.474926,0.0079956,0.015137,1.0204,0.9674224,0.01859419,-0.01737705,0.2518851
29039590,-0.05383759,-0.004321408,-1.40129,0.018372,0.059082,1.0874,0.9691683,0.01850498,-0.01731826,0.2450927
29052094,-0.05237285,0.0003391234,-1.334311,0.13074,0.082092,1.0285,0.9707869,0.01841029,-0.01723987,0.238614
29064513,-0.04571495,0.002869127,-1.33511,0.1662,0.039124,0.99988,0.9723627,0.01834424,-0.01714051,0.2321216
29076834,-0.04691337,0.01685072,-1.375723,0.16882,0.0271,0.99371,0.9739422,0.01825882,-0.01697068,0.2254223
29089071,-0.04664706,0.02710389,-1.446297,0.14044,0.043213,1.0138,0.9755534,0.01816812,-0.01674401,0.218369
29101300,-0.04584811,0.03402811,-1.510213,0.12598,0.029602,0.99762,0.9771816,0.01807801,-0.01647644,0.2109928
29113724,-0.04891074,0.03456074,-1.594901,0.037109,-0.017883,1.04,0.9788402,0.01797789,-0.01620093,0.2031899
29126051,-0.04797864,0.02923442,-1.620601,0.0224,0.01062,1.0465,0.9804612,0.01788797,-0.01594676,0.1952478
29138193,-0.04757916,0.03562601,-1.601426,0.028137,0.032227,1.0198,0.9820001,0.01779039,-0.01566081,0.1873875
29150617,-0.04970969,0.01964704,-1.54257,0.02771,0.0075073,1.0176,0.983422,0.01769106,-0.01545886,0.1798031
29162838,-0.04464969,0.0172502,-1.450425,0.010376,-0.0090942,1.0186,0.9847054,0.01760998,-0.01527075,0.1726618
29175348,-0.04225284,0.02417442,-1.426057,0.0012207,0.018921,1.0598,0.985917,0.01753118,-0.01504708,0.1656324
29187769,-0.03905705,0.008994397,-1.375857,0.047241,0.015381,0.99976,0.987037,0.0174754,-0.01489856,0.1588413
29200173,-0.03799178,0.02657126,-1.336708,0.025391,-0.0020752,1.0137,0.9880819,0.01740657,-0.01466469,0.1522377
29212759,-0.03958968,0.004733339,-1.333779,0.030334,0.0014038,1.0163,0.9890788,0.01734478,-0.01453907,0.1456398
29225337,-0.03865758,0.01045914,-1.336974,0.0070801,0.0061035,1.0552,0.9900343,0.01728214,-0.01438301,0.1390201
29237931,-0.04291863,-0.01657195,-1.34816,0.05011,-0.0055542,1.0178,0.9909514,0.01721649,-0.01436158,0.1323362
29250437,-0.03772547,0.005532288,-1.417135,0.055603,0.014526,1.0325,0.9918677,0.01716535,-0.01422023,0.1253065
29262925,-0.0506418,-0.02322985,-1.493169,0.011658,-0.0032959,1.0518,0.9927781,0.01707199,-0.01422201,0.1178897
29275516,-0.04678021,-0.02003406,-1.468534,0.0022583,0.020996,1.0352,0.9936194,0.01699253,-0.0142064,0.1105893
29288004,-0.04797864,-0.02416196,-1.382115,-0.034546,0.034729,1.0436,0.9943622,0.01690178,-0.01421776,0.1037121
29300605,-0.05050864,-0.05558726,-1.253351,-0.035706,0.038147,1.0143,0.9949927,0.01680439,-0.01439591,0.09746777
29313273,-0.04598127,-0.0653078,-1.06653,0.036682,0.036438,1.0356,0.9954973,0.01671986,-0.01463457,0.09214903
29325700,-0.03599441,-0.01870248,-1.037369,0.025146,0.02478,1.0392,0.9959635,0.01666059,-0.01463821,0.0869775
29338096,-0.03293177,-0.0005929829,-1.041896,0.015747,0.029724,1.0219,0.9964055,0.01660816,-0.01454923,0.08178278
29350852,-0.03120072,-0.00352246,-1.004479,0.0084229,0.043274,1.0217,0.996806,0.01656201,-0.01447644,0.07677224
29363440,-0.03053493,-0.01936827,-0.8878323,0.028992,0.013428,1.0261,0.997138,0.01651608,-0.0144913,0.07234008
29375938,-0.03639389,-0.04160566,-0.9442913,0.093201,-0.022888,1.0193,0.9974683,0.01645215,-0.01461408,0.06762265
29388707,-0.03852442,-0.04560041,-1.049619,0.092468,0.0028076,1.0096,0.9978091,0.01638549,-0.01474877,0.06237776
29401370,-0.03972284,-0.02682512,-1.082509,0.072266,0.026611,1.0114,0.9981332,0.01630831,-0.01478739,0.05696847
29414018,-0.03745915,-0.02709144,-0.9510823,-0.011169,0.064575,1.0366,0.9983938,0.01623201,-0.01483709,0.05221375
29426714,-0.03452967,-0.04200514,-0.7851674,-0.031677,0.059448,1.0233,0.9985906,0.01616151,-0.01497314,0.04828526
29439479,-0.02214598,-0.02882249,-0.5634592,-0.026306,0.087463,1.0191,0.9987221,0.01613292,-0.01505738,0.04546516
29452237,-0.008297537,-0.0199009,-0.1679798,0.044556,0.0448,1.0198,0.998759,0.01614174,-0.01512525,0.04462149
29464701,-0.0008406863,0.01059229,-0.07942967,0.047729,0.036865,1.022,0.9987775,0.0161743,-0.01504635,0.04422301
29477308,0.009146169,0.04880866,-0.0253675,0.047424,0.033264,1.0227,0.9987858,0.01624406,-0.01477898,0.04409837
29489899,0.008480377,0.05200445,-0.0007332582,0.039062,0.030884,1.0264,0.9987889,0.01630779,-0.01449805,0.04409697
29502754,0.001822479,0.01125808,0.001796745,0.043335,0.030823,1.0272,0.998789,0.01634688,-0.01442252,0.04410442
29515331,0.004618794,0.02284284,0.008720964,0.039856,0.031677,1.0167,0.9987883,0.01639666,-0.01428929,0.04414761
29528007,0.0112767,0.06505394,0.02043887,0.038147,0.032532,1.0214,0.9987873,0.01646933,-0.01394496,0.04425328
29540423,0.0179346,0.1031371,0.03362152,0.038757,0.030945,1.0221,0.9987852,0.0165657,-0.01341026,0.04442839
29552696,0.02286145,0.1119256,0.05585892,0.037048,0.03009,1.0266,0.9987781,0.01668302,-0.01283262,0.04471565
29564976,0.02192935,0.104735,0.06078576,0.032288,0.0271,1.0239,0.9987689,0.01679674,-0.0122917,0.04502686
29577041,0.01021143,0.05213761,0.09274369,-0.016357,0.027161,1.0382,0.9987501,0.01686157,-0.01201883,0.04549254
29589701,-0.0007075295,-0.03321671,0.198338,-0.01825,0.033264,1.027,0.9987024,0.01688469,-0.01218338,0.04647765
29602210,0.004618794,-0.04040724,0.4008715,0.04248,0.026001,1.0226,0.9986041,0.0169235,-0.01239955,0.0484737
29614538,0.009678803,-0.01697142,0.4353594,0.035034,0.025452,1.0255,0.9984941,0.01697948,-0.01250054,0.05064403
29627134,0.009279326,-0.03175197,0.4554662,0.042053,0.033264,1.04,0.9983734,0.01703568,-0.01267742,0.0529132
29639449,0.004219323,-0.02882249,0.3999393,0.062439,0.023132,1.0332,0.9982632,0.01706912,-0.01283663,0.05490487
29652042,0.01247512,0.007263343,0.3442793,0.020813,0.018494,1.0349,0.9981664,0.01713714,-0.01280907,0.05662215
29664538,0.005417742,-0.04599988,0.3567961,0.027954,0.028259,1.0279,0.9980603,0.0171839,-0.0130506,0.05839671
29676947,9.141862e-05,-0.05425568,0.3279008,0.061401,0.040833,1.011,0.9979594,0.01720813,-0.01333262,0.06002582
29689538,0.01407301,0.01232335,0.3492061,0.033997,0.031799,1.0187,0.9978526,0.01728057,-0.01328038,0.06176774
29701948,0.01061091,-0.01297668,0.3294987,0.043091,0.039673,1.0157,0.9977475,0.0173447,-0.01335402,0.06340873
29714358,0.01314091,0.01578546,0.2711755,0.044556,0.01001,1.0215,0.9976604,0.01741603,-0.01327856,0.06476128
29726695,0.01327407,0.03176443,0.2366876,0.047058,0.032898,1.011,0.997584,0.01748484,-0.01312066,0.06594314
29738916,0.01260827,0.02537284,0.2342907,0.045044,0.046753,1.0282,0.9975064,0.0175524,-0.01299495,0.06711233
29751244,0.005550899,-0.008449309,0.1722391,0.085999,0.046936,1.0172,0.9974471,0.01760009,-0.01303527,0.06796855
29763919,0.002754584,-0.01191142,0.08036,0.04364,0.0354,1.0243,0.9974185,0.01764096,-0.01308618,0.06836601
29776066,-0.004435953,-0.04333672,0.05572576,0.05658,0.037415,1.0223,0.9973968,0.01765822,-0.01329449,0.0686374
29788687,-0.005234901,-0.04320356,0.0308252,0.05426,0.035583,1.0233,0.9973837,0.01767298,-0.01350055,0.06878455
29801243,-0.005101744,-0.04027408,0.00978623,0.050049,0.033081,1.0233,0.9973779,0.01768867,-0.01369041,0.06882703
29814006,-0.001373317,-0.01097931,0.0005983226,0.04364,0.032898,1.0277,0.9973769,0.01771333,-0.01373235,0.06882655
29826849,-0.0005743727,-0.009780889,0.0001988485,0.041199,0.031677,1.0259,0.997376,0.01774141,-0.01376823,0.06882423
29839878,-0.0007075295,-0.01404195,6.568991e-05,0.041809,0.032104,1.0267,0.997375,0.01777012,-0.01382557,0.06882089
29852795,-0.003503848,-0.01377563,0.002329377,0.045471,0.031616,1.0222,0.9973733,0.01778444,-0.01388294,0.06882863
29865702,-0.000973843,-0.005120357,0.001130955,0.039551,0.033142,1.0239,0.9973726,0.0178083,-0.01389636,0.06883138
29878497,-0.0008406863,-0.004987199,0.0007314812,0.045837,0.029663,1.0211,0.9973719,0.01783263,-0.01390922,0.06883215
29891603,9.141862e-05,-0.008582466,0.0007314812,0.045654,0.031555,1.0195,0.997371,0.01786264,-0.01393989,0.06883266
29904539,0.0006240532,-0.004188251,0.0005983226,0.044006,0.028931,1.0236,0.9973702,0.01789361,-0.01394867,0.06883294
29917547,0.0004908964,-0.005120357,0.0007314812,0.044678,0.031311,1.0251,0.9973694,0.01792402,-0.01396234,0.06883381
29930582,0.0003577396,-0.006185621,-0.0003337841,0.041992,0.03009,1.0259,0.9973689,0.01795401,-0.01398147,0.06882925
29943597,-0.004968584,-0.03707829,0.0035278,0.044434,0.028503,1.0223,0.9973654,0.01796759,-0.01415702,0.06884082
29956264,-0.004968584,-0.03920882,0.002329377,0.049622,0.029053,1.0141,0.9973621,0.01798178,-0.01434329,0.0688462
29969025,-4.173815e-05,-0.003389302,0.003794117,0.043152,0.028381,1.0247,0.9973604,0.01800789,-0.01434957,0.06886248
29982038,0.002754584,0.01139124,0.03295573,0.019836,0.018433,1.0303,0.9973495,0.01804052,-0.01428394,0.0690257
29994538,0.002088793,0.002336495,0.08022684,0.034668,0.018921,1.024,0.9973216,0.01806927,-0.014268,0.0694238
30006866,0.006749325,0.01205703,0.1147148,0.024048,0.010925,1.0306,0.9972817,0.01811507,-0.01420512,0.06999507
30019361,0.007681429,0.0115244,0.1710406,0.046448,0.032715,1.024,0.9972215,0.01816138,-0.01414975,0.0708472
30031600,0.01140986,0.02830232,0.1691764,0.040405,0.042786,1.0225,0.997162,0.01822026,-0.01400938,0.07169178
30043918,0.006616168,0.01698388,0.1678448,0.058105,0.037048,1.0311,0.997102,0.01825929,-0.01392728,0.0725283
30056246,0.009279326,0.01778283,0.1641164,0.048218,0.033691,1.0273,0.9970423,0.01831146,-0.01384016,0.07334645
30068750,0.005417742,-0.002723511,0.1571922,0.056641,0.038147,1.0231,0.9969836,0.01835224,-0.01385636,0.07412791
30081426,0.004219323,0.004333865,0.1205737,0.050354,0.040649,1.0214,0.9969385,0.01838686,-0.01383474,0.07472736
30094009,0.003020898,0.004467024,0.1243022,0.03241,0.023865,1.0304,0.9968918,0.01841507,-0.01381349,0.0753453
30106417,0.001023531,-0.02416196,0.1485369,0.049622,0.046936,1.0275,0.9968337,0.01844228,-0.01393808,0.07608123
30119008,0.0003577396,-0.03707829,0.1521322,0.064148,0.036377,1.0239,0.9967726,0.01847073,-0.01412788,0.07683378
30131702,0.0004908964,-0.009381415,0.041611,0.052063,0.032776,1.0218,0.9967559,0.01849691,-0.01416972,0.07703807
30144355,0.001289845,-0.005253514,0.03615152,0.041748,0.032288,1.0265,0.9967414,0.01852573,-0.01419044,0.0772156
30157029,-0.00124016,-0.01830301,0.04107837,0.050842,0.035828,1.0253,0.9967241,0.01854646,-0.01427781,0.07741627
30169688,-0.001772791,-0.02309669,0.03708363,0.044922,0.034851,1.022,0.9967081,0.01856655,-0.01438911,0.07759656
30182368,-0.0007075295,-0.01377563,0.01924045,0.048889,0.03009,1.0234,0.9966996,0.01858947,-0.01445208,0.07768887
30195133,-0.0008406863,-0.004987199,0.004593065,0.05011,0.032776,1.0215,0.9966974,0.01860921,-0.01447014,0.07770899
30208067,0.002221949,0.01112493,0.008720964,0.045898,0.033142,1.0249,0.9966944,0.01863749,-0.01440731,0.07775143
30220738,0.003154054,0.007396501,0.02230309,0.034546,0.034424,1.0268,0.9966859,0.01867074,-0.01436412,0.07786126
30233394,-0.0005743727,-0.005919305,0.04400785,0.03125,0.029114,1.0453,0.9966682,0.01868887,-0.01439085,0.07807776
30246255,-0.008031219,-0.04932883,0.05532628,0.060181,0.0354,1.0117,0.9966437,0.0186858,-0.01463798,0.07834603
30258746,0.002887741,-6.035063e-05,0.08249053,0.046143,0.033936,1.0277,0.9966108,0.01871569,-0.01463807,0.07875508
30271600,0.002221949,-0.01297668,0.1076574,0.052917,0.032776,1.0186,0.996567,0.01874538,-0.01470538,0.07928827
30284090,0.005018272,0.01072545,0.09261054,0.042297,0.032166,1.033,0.9965304,0.01878056,-0.01465227,0.0797489
30296498,0.004086159,-0.002057722,0.09474107,0.047974,0.036621,1.0215,0.9964918,0.01881588,-0.01466361,0.08021887
30309268,0.007548273,0.01325545,0.1015321,0.062622,0.017822,1.0195,0.9964511,0.01886163,-0.01459812,0.08072436
30321766,0.001822479,0.001803862,0.01511255,0.047668,0.032166,1.0245,0.9964448,0.01888957,-0.01458412,0.08079776
30334438,-4.173815e-05,0.0007385979,0.008587806,0.045959,0.031433,1.0241,0.9964413,0.01890893,-0.01457578,0.08083845
30347463,-0.00124016,-0.006185621,0.009519912,0.045654,0.031799,1.0247,0.9964369,0.01892489,-0.01460266,0.08088302
30360294,-0.005501218,-0.0141751,0.01191676,0.048462,0.029236,1.025,0.9964315,0.01892251,-0.01467146,0.08093847
30372884,-0.001506474,-0.009381415,0.01165044,0.049316,0.030151,1.0247,0.9964261,0.01893793,-0.01471491,0.08099335
30385738,0.0002245754,-0.003122985,0.01031886,0.047791,0.030029,1.0272,0.9964216,0.01895937,-0.01472654,0.08104232
30398579,0.001556158,0.0008717561,0.006989909,0.048584,0.029419,1.0284,0.9964185,0.01898588,-0.01471759,0.08107519
30411431,0.001556158,0.003668075,0.004459906,0.044861,0.031921,1.0248,0.9964166,0.01901128,-0.01469463,0.08109572
30424178,0.0004908964,0.001138072,0.009120438,0.046143,0.031555,1.0279,0.9964129,0.0190319,-0.01468532,0.08113917
30436947,-0.0004412085,-0.005120357,0.01924045,0.044495,0.029663,1.0272,0.9964046,0.01904949,-0.01470867,0.08123236
30449885,-0.0007075295,-0.01111247,0.04946733,0.043335,0.031494,1.0273,0.9963835,0.0190658,-0.01476499,0.08147556
30462699,0.006616168,-0.007250885,0.1597222,0.047913,0.024719,1.025,0.9963169,0.0191087,-0.01480976,0.08226893
30475134,0.006616168,-0.005519831,0.1422785,0.049866,0.035095,1.029,0.996257,0.01915197,-0.01484439,0.08297552
30487682,0.004751951,-0.002057722,0.132558,0.055603,0.033569,1.0216,0.996201,0.01918509,-0.01486182,0.08363385
30500134,0.005417742,0.004600181,0.1159132,0.041687,0.026672,1.0304,0.9961521,0.01921983,-0.01484442,0.08420994
30512715,0.00621669,-0.008981939,0.1711738,0.043701,0.030334,1.0297,0.9960783,0.01925997,-0.01489977,0.08505998
30525305,0.00581722,-0.00765036,0.1470722,0.039734,0.025269,1.0199,0.9960141,0.01929913,-0.01494644,0.08579002
30537799,0.004086159,-0.01111247,0.1526648,0.047729,0.033813,1.0287,0.9959471,0.01933054,-0.01501174,0.08654743
30550377,0.002221949,-0.01084615,0.1314927,0.050049,0.018982,1.023,0.9958888,0.01935394,-0.01507462,0.08719923
30562882,0.002488263,-0.003921934,0.07237051,0.045776,0.03479,1.0254,0.9958565,0.01937989,-0.01509734,0.08755731
30575560,0.002088793,-0.01111247,0.05852208,0.049744,0.036926,1.0269,0.9958298,0.01940789,-0.01515487,0.08784571
30588231,0.001289845,-0.01097931,0.03841521,0.052856,0.03833,1.0267,0.9958118,0.01943329,-0.01521029,0.08803393
30600820,-0.0005743727,-0.004055092,0.02123782,0.049561,0.034424,1.0289,0.995802,0.01944757,-0.01523054,0.08813715
30613696,0.00075721,0.0002059657,0.004459906,0.047729,0.031067,1.0278,0.9957999,0.01946777,-0.01522753,0.08815738
30626424,0.0006240532,0.001937021,0.0003320072,0.048157,0.03186,1.0264,0.9957998,0.01948671,-0.01521569,0.0881572
30639184,-0.0004412085,-0.001391931,6.568991e-05,0.046814,0.033264,1.0265,0.9957995,0.0195017,-0.01522099,0.08815531
30652207,-0.001107,-0.004454566,-0.0006000996,0.047913,0.02948,1.0251,0.9957995,0.01951462,-0.01524191,0.08814975
30664959,-0.0005743727,-0.003921934,0.0005983226,0.04895,0.029968,1.0215,0.9957989,0.01952971,-0.01526018,0.08815026
30677983,0.0004908964,-0.001258773,0.001530429,0.047974,0.031921,1.0236,0.9957979,0.01954871,-0.01526497,0.08815576
30690913,-4.173815e-05,-0.001658247,0.001130955,0.048035,0.031555,1.0235,0.9957972,0.01956511,-0.01527207,0.08815918
30703933,0.0004908964,-0.006718254,-0.002331154,0.050049,0.028687,1.0229,0.9957976,0.01958652,-0.01530392,0.08814493
30716955,9.141862e-05,-0.006185621,-0.003529577,0.050781,0.032776,1.0244,0.9957984,0.01960564,-0.01533332,0.08812471
30729979,0.001289845,-0.006718254,-0.004994316,0.05011,0.029907,1.0208,0.9958,0.01963092,-0.01536486,0.08809727
30742699,0.0002245754,0.005265972,-0.01578012,0.051392,0.027283,1.0217,0.9958071,0.01964629,-0.01533629,0.08801723
30755409,-0.0003080517,0.01179072,-0.0320254,0.059937,0.016785,1.0243,0.9958221,0.01965719,-0.01527406,0.0878569
30768073,0.00075721,0.01791599,-0.08129388,0.068054,0.0018311,1.0218,0.9958588,0.01967417,-0.01517628,0.08745193
30780748,-0.0027049,0.02324231,-0.1585256,0.065552,0.0054321,1.0219,0.9959297,0.01967704,-0.0150462,0.08666267
30793246,-0.004036479,0.02497336,-0.216183,0.04657,0.020203,1.0289,0.996025,0.01967648,-0.01490267,0.08558628
30805691,-0.006566484,0.005931762,-0.2076609,0.039734,0.048279,1.0191,0.9961143,0.0196706,-0.01485601,0.08455019
30818325,-0.006832797,0.002070178,-0.1759693,0.048584,0.027893,1.0246,0.996189,0.01966258,-0.01483184,0.08367147
30831002,-0.006300166,-0.004587725,-0.1531992,0.039978,0.03595,1.0214,0.996253,0.0196582,-0.01484291,0.08290549
30843589,-0.003104374,-0.00485404,-0.09021547,0.04657,0.036621,1.0214,0.99629,0.01966507,-0.01486022,0.08245344
30856177,-0.00124016,0.0004722816,-0.07397018,0.048401,0.029968,1.0244,0.9963205,0.01967772,-0.01485192,0.08208294
30869022,-0.003637005,0.005665446,-0.07183966,0.036133,0.050537,1.0239,0.9963506,0.01967606,-0.01481902,0.08172341
30881867,-0.0005743727,0.003135443,-0.005660105,0.045044,0.032104,1.0234,0.9963531,0.01968575,-0.01480403,0.08169352
30894887,0.0006240532,0.0002059657,-0.0009995736,0.047058,0.030396,1.0282,0.9963533,0.01970218,-0.01480368,0.08168666
30908001,0.001556158,-0.0008592987,-0.001132732,0.04657,0.028442,1.0251,0.9963534,0.01972356,-0.01480837,0.08167911
30920924,-0.00124016,-0.001658247,-0.0009995736,0.047241,0.028809,1.0231,0.9963537,0.01973115,-0.01481831,0.08167194
30933939,-0.002305426,-0.008848783,-0.006325896,0.047485,0.0271,1.0245,0.9963558,0.01973659,-0.0148641,0.08163745
30946702,-0.0027049,-0.008449309,-0.01644591,0.047058,0.03009,1.0212,0.9963621,0.01974047,-0.01490719,0.08155255
30959374,-0.002838057,-0.005386673,-0.02843013,0.052246,0.028748,1.0198,0.9963734,0.01974317,-0.01493402,0.08140825
30972313,-0.0005743727,0.01631809,-0.08542179,0.044983,0.036865,1.0249,0.9964092,0.01975245,-0.01484631,0.08098235
30985155,0.001689315,0.02031283,-0.07956283,0.049622,0.021606,1.0269,0.9964426,0.01977082,-0.01473846,0.08058617
30997824,-0.0008406863,0.02004652,-0.1067271,0.044861,0.03009,1.0264,0.9964869,0.01977852,-0.01463039,0.08005444
31010499,-0.001905948,0.01418756,-0.1129855,0.051147,0.028442,1.0238,0.996533,0.01978354,-0.01455142,0.07949083
31023081,-0.003903322,0.005931762,-0.128565,0.044128,0.027832,1.0258,0.9965847,0.01978288,-0.01451296,0.07884864
31035757,-0.004302796,0.003002285,-0.1450766,0.0495,0.020935,1.0305,0.9966421,0.0197824,-0.01448771,0.0781238
31048165,-0.004036479,0.008328607,-0.1828935,0.044983,0.035767,1.0221,0.996714,0.0197837,-0.01443216,0.07721101
31060751,-0.00470227,-0.003921934,-0.1518677,0.047302,0.030029,1.025,0.9967724,0.01978405,-0.01444108,0.07645155
31073413,-0.005234901,-0.01231089,-0.1376197,0.042969,0.03833,1.0247,0.9968243,0.0197838,-0.01449349,0.07576218
31086008,-0.004036479,-0.006185621,-0.0733044,0.046082,0.037109,1.0237,0.9968518,0.01978248,-0.01452137,0.07539403
31098861,0.001556158,0.001537546,-0.02217171,0.048584,0.032532,1.0216,0.99686,0.01980234,-0.0145138,0.07528193
31111356,0.003420375,0.01285598,-0.02310381,0.047363,0.031555,1.0254,0.9968692,0.01982718,-0.01444913,0.07516644
31124031,9.141862e-05,0.007263343,-0.01338327,0.045593,0.029907,1.0246,0.9968746,0.01983673,-0.01441468,0.07509859
31136867,-0.0007075295,0.001803862,-0.007258003,0.047729,0.031067,1.0251,0.9968774,0.01984376,-0.01440846,0.07506067
31149899,0.0006240532,0.003668075,-0.002331154,0.046387,0.030212,1.0235,0.9968783,0.01985623,-0.01439305,0.07504761
31162833,0.001156688,0.009393872,0.0001988485,0.047241,0.03064,1.0268,0.9968787,0.0198689,-0.01434927,0.07504778
31175501,0.002488263,0.008062291,0.0003320072,0.046204,0.032104,1.0238,0.9968789,0.01988857,-0.01431174,0.07504857
31188353,0.003553532,0.008861239,0.001929903,0.045532,0.030701,1.0262,0.9968783,0.01991301,-0.01427011,0.07505748
31201104,0.001955636,0.009393872,0.001663588,0.043518,0.032288,1.0277,0.996878,0.01992918,-0.01422649,0.075065
31213602,0.00075721,0.001803862,0.0007314812,0.04126,0.029663,1.0255,0.9968777,0.01994216,-0.01422114,0.07506706
31226275,-0.002039108,-0.007517202,0.0007314812,0.046143,0.030273,1.0245,0.996877,0.01994458,-0.01426338,0.07506797
31239216,-0.0007075295,-0.002457196,0.001130955,0.046326,0.03186,1.0214,0.9968764,0.01995157,-0.01428003,0.0750715
31252055,-0.001107,-0.009780889,-6.746687e-05,0.046448,0.029724,1.0236,0.9968756,0.01995927,-0.01433332,0.07506829
31265058,-0.001373317,-0.005519831,-6.746687e-05,0.045959,0.032288,1.0235,0.9968753,0.01996393,-0.01436558,0.07506549
31278010,-0.001639634,-0.008182992,0.001929903,0.045288,0.030823,1.0244,0.996874,0.01996799,-0.01441152,0.07507236
31290857,-0.001373317,-0.007384043,0.000864638,0.047119,0.028992,1.0247,0.9968732,0.01997304,-0.01445336,0.07507401
31303790,-0.0004412085,0.009660188,0.0009977967,0.044556,0.031799,1.0276,0.9968734,0.01997619,-0.01441002,0.07507811
31316811,9.141862e-05,0.002336495,-0.0006000996,0.042175,0.03241,1.0263,0.9968737,0.01998473,-0.0144029,0.07507356
31329697,-0.001506474,-0.006185621,-6.746687e-05,0.045837,0.032776,1.0232,0.9968734,0.01998837,-0.01443899,0.0750707
31342695,-0.0005743727,-0.001125615,-0.001665364,0.043945,0.03064,1.0241,0.9968739,0.01999476,-0.01444943,0.07506046
31355699,-4.173815e-05,-0.007783518,-0.0007332582,0.047058,0.028687,1.022,0.9968734,0.02000611,-0.01449303,0.07505421
31368806,-0.001107,-0.0116451,-0.0009995736,0.04541,0.030212,1.0278,0.9968729,0.02001349,-0.01455635,0.0750462
31381292,-0.002172265,-0.01137879,-0.004195367,0.047729,0.031982,1.0253,0.9968738,0.02001556,-0.01461853,0.07502221
31394234,-0.0007075295,0.0007385979,-0.005260631,0.045288,0.031189,1.0237,0.9968758,0.02002036,-0.01461973,0.07499424
31407339,-0.00124016,-6.035063e-05,-0.004861157,0.046997,0.03186,1.0251,0.9968776,0.02002266,-0.01462526,0.07496814
31420268,-0.0004412085,-0.003788776,-0.0007332582,0.048035,0.031006,1.0225,0.9968775,0.02002994,-0.01464958,0.0749623
31433380,-0.0004412085,-0.00285667,0.001264114,0.048279,0.030212,1.0206,0.9968768,0.02003661,-0.01466957,0.07496651
31446311,0.001156688,0.0006054398,0.001796745,0.045593,0.029724,1.0245,0.996876,0.02004978,-0.01467186,0.07497386
31459067,0.0004908964,7.280754e-05,0.002329377,0.045715,0.028198,1.0255,0.996875,0.02005966,-0.0146772,0.07498375
31471820,0.0006240532,-0.001791405,0.0009977967,0.043701,0.030396,1.0251,0.9968743,0.02007087,-0.01469173,0.07498682
31484848,-0.0001748949,-0.00352246,0.000465164,0.046204,0.029236,1.0269,0.9968738,0.02007865,-0.01471521,0.07498702
31497778,-0.000973843,-0.002324037,0.000864638,0.046936,0.029663,1.0223,0.9968733,0.02008184,-0.01473313,0.07498927
31510710,0.0002245754,-0.0004598247,0.000864638,0.0448,0.030151,1.0239,0.9968728,0.02009019,-0.0147414,0.07499179
31523472,-4.173815e-05,0.001004914,0.000465164,0.044373,0.029968,1.0263,0.9968726,0.02009656,-0.01474252,0.07499247
31536393,-0.0004412085,-0.002989828,0.001796745,0.046875,0.029663,1.0269,0.9968717,0.02010222,-0.0147639,0.07499935
31549338,-0.002039108,-0.004587725,0.001264114,0.048218,0.030945,1.0248,0.9968709,0.02010043,-0.01479387,0.0750033
31562181,-0.0003080517,0.0008717561,0.001130955,0.04718,0.030212,1.0234,0.9968705,0.02010511,-0.01479607,0.07500727
31575115,0.0002245754,0.001404388,0.001130955,0.046509,0.028137,1.028,0.9968701,0.02011213,-0.01479552,0.07501134
31587873,9.141862e-05,0.005265972,0.001663588,0.046082,0.029663,1.0255,0.9968697,0.02011686,-0.01477591,0.07501844
31600708,-4.173815e-05,0.004600181,6.568991e-05,0.046326,0.032104,1.0231,0.99687,0.02012118,-0.01475958,0.0750175
31613474,0.001423001,0.002203336,0.0005983226,0.045837,0.031189,1.0259,0.9968697,0.02013356,-0.01475479,0.0750191
